iteration,R1,R2,w1,w2
0,1.7951249566400564,1.128035509314999,0.38589585568524276,0.6141041443147572
1,1.9900071172901161,0.9862719796774361,0.3313775178820834,0.6686224821179165
2,2.0956601694653307,0.9310775571767921,0.3076175213270738,0.6923824786729262
3,2.144242446232975,0.9095598346014838,0.29784503086851594,0.7021549691314841
4,2.1646713269080964,0.9011565741128698,0.2939357991401837,0.7060642008598164
5,2.172916325974857,0.8978680217772522,0.2923904514605573,0.7076095485394427
6,2.176187131546424,0.8965795307565121,0.2917824974332921,0.7082175025667079
7,2.1774756822636028,0.8960744121516794,0.2915437798719692,0.7084562201280308
8,2.177981916743494,0.8958763493538687,0.2914501163683428,0.7085498836316573
